MODEL,domain,scenario,TIME_STEP,rur_attr,environmental_attr,economy_attr,social_attr,anthropic_attr,broadband_infrastructure_population_covered,workforce_specialization,farms,tourist_visitors,Natural_Capital,proportion_of_newcomers,shared_knowledge,social_innovation,proportion_INFANTS,proportion_ELDERLY_POPULATION,proportion_SCHOOL_AGE_POPULATION,proportion_POST_SCHOOL_POPULATION,proportion_WORKING_AGE_POPULATION,proportion_NEWCOMERS
Central Greece,ENTRP,ENTRP Low,2028.25,0.5666360120644377,0.8563644478117284,0.6088004490142722,0.543211324870085,0.2795691319789354,0.2795691319789354,0.8432077527546753,0.27424121567591375,0.7906196968501085,0.8563644478117284,0.2879681543301474,1.0,1.0,0.05961335898844266,0.2488164681955647,0.12702239109207192,1.0,0.877513396894392,0.2879681543301474
Central Greece,ENTRP,ENTRP Low,2028.5,0.5647982773748164,0.8521761420038301,0.6047586201835589,0.5425980869255151,0.26590067823317465,0.26590067823317465,0.8433487412848831,0.27408511122140344,0.7882824281745026,0.8521761420038301,0.28459842234593197,1.0,1.0,0.06001758210657868,0.245307939797751,0.12837651556233473,1.0,0.8804839001711068,0.28459842234593197
Central Greece,ENTRP,ENTRP Low,2028.75,0.5628901190377751,0.8480331850663442,0.6006063768163017,0.5419366424941491,0.25169692996313303,0.25169692996313303,0.8434967996582752,0.27392444120205905,0.7858805281916973,0.8480331850663442,0.28108587165500093,1.0,1.0,0.06037973407085515,0.2418260823980006,0.1297304653541444,1.0,0.8833217573143405,0.28108587165500093
Central Greece,ENTRP,ENTRP Low,2029.0,0.5609107530468077,0.8439330885171357,0.5963370522668615,0.5412294757023335,0.23692632356898238,0.23692632356898238,0.8436518023806567,0.2737592260516927,0.7834148208158402,0.8439330885171357,0.27744039716930685,1.0,1.0,0.060703033616150856,0.23836424576865572,0.13108387480281902,1.0,0.8860333327947622,0.27744039716930685
Central Greece,ENTRP,ENTRP Low,2029.25,0.5588589248191999,0.8398736520341914,0.5919435957443844,0.5404785520829862,0.2215547262751541,0.2215547262751541,0.8438135848986401,0.2735894805138456,0.7808865350000908,0.8398736520341914,0.2736714404749559,1.0,1.0,0.06098878764247403,0.23491671322059562,0.13243458705164354,1.0,0.8886239998822504,0.2736714404749559
Central Greece,ENTRP,ENTRP Low,2029.5,0.5567334411178552,0.8358528889824974,0.587418511788325,0.5396861796342607,0.20554517211546236,0.20554517211546236,0.843981937011993,0.2734153268430326,0.7782972339886396,0.8358528889824974,0.2697889750894484,1.0,1.0,0.06123959795461609,0.23147686017842778,0.13378187915005815,1.0,0.8910993292463476,0.2697889750894484
Central Greece,ENTRP,ENTRP Low,2029.75,0.5545332774748087,0.8318691310935522,0.5827538316486474,0.5388551918226763,0.188857564474384,0.188857564474384,0.8441566634093272,0.27323704533474935,0.7756487539312241,0.8318691310935522,0.2658056357541958,1.0,1.0,0.061458013839443396,0.22803795619742862,0.13512488059069028,1.0,0.8934646042681325,0.2658056357541958
Central Greece,ENTRP,ENTRP Low,2030.0,0.5522452117566593,0.827920928361526,0.5779409287789422,0.5379698134109465,0.1714483401500851,0.1714483401500851,0.8443375844621921,0.27305464027787435,0.7729431506430332,0.827920928361526,0.26173400427121535,1.0,1.0,0.06154710458337498,0.22461756479800332,0.13636948235220656,1.0,0.8957261604225047,0.26173400427121535
Central Greece,ENTRP,ENTRP Low,2030.25,0.5498496095925113,0.8240070249897465,0.5729704827630029,0.5370046800533492,0.15327008901858816,0.15327008901858816,0.8445245358126265,0.27286811052804955,0.7701826534660037,0.8240070249897465,0.2575858308963252,1.0,1.0,0.06136438608628334,0.22124331448173767,0.13737319556230748,1.0,0.8978895625571647,0.2575858308963252
Central Greece,ENTRP,ENTRP Low,2030.5,0.5473492019437579,0.8201263365336531,0.5678323820135625,0.5359696574605332,0.13427112231290927,0.13427112231290927,0.844717367854531,0.2726774580342333,0.7673696253324855,0.8201263365336531,0.2533713245352404,1.0,1.0,0.06096178421126287,0.21789620958874034,0.1381696493235644,1.0,0.8999566249507501,0.2533713245352404
Central Greece,ENTRP,ENTRP Low,2030.75,0.5447455036885236,0.8162779328731868,0.5625156173090146,0.5348732183438065,0.11439498124479226,0.11439498124479226,0.8449159451364245,0.27248269903641054,0.7645065282542585,0.8162779328731868,0.24909873845749317,1.0,1.0,0.0603838624325567,0.21455946627126418,0.13878855870903561,1.0,0.9019296007664155,0.24909873845749317
Central Greece,ENTRP,ENTRP Low,2031.0,0.5416889318665971,0.8124610194699058,0.5570081587973108,0.5331782502384227,0.0935798761378638,0.0935798761378638,0.8451201456986146,0.2722838591171031,0.7615958935630665,0.8124610194699058,0.24477205509714434,0.9950104748616864,1.0,0.0596642624694471,0.21131735937479804,0.1392568580947394,1.0,0.9038111871508452,0.24477205509714434
Central Greece,ENTRP,ENTRP Low,2031.25,0.5383095642607526,0.8086749215736809,0.5512970623618607,0.5310942875379148,0.07175804434386722,0.07175804434386722,0.8453298603688105,0.2720809691596217,0.7586415163633237,0.8086749215736809,0.24039715244583765,0.986801611912715,1.0,0.05883376244760346,0.20821842787965894,0.13959614514329532,1.0,0.9056043355662846,0.24039715244583765
Central Greece,ENTRP,ENTRP Low,2031.5,0.5348995013579539,0.8049190639746382,0.54535649447385,0.5290900607380117,0.0488550128945064,0.0488550128945064,0.84554263725703,0.2718740667489276,0.755591691494148,0.8049190639746382,0.23598973600018677,0.9795074591602422,1.0,0.057925697043304074,0.20524553978774304,0.13982723781933093,1.0,0.9073251408311116,0.23598973600018677
Central Greece,ENTRP,ENTRP Low,2031.75,0.5314493818983766,0.8011931873476736,0.5391716594221453,0.5271592277185051,0.024788748993378906,0.024788748993378906,0.8457583394308674,0.27166321333870325,0.7524548080001034,0.8011931873476736,0.2315507187386256,0.9730302352229676,1.0,0.05696532690024386,0.20239001971185294,0.13996993668328533,1.0,0.9089760934709453,0.2315507187386256
Central Greece,ENTRP,ENTRP Low,2032.0,0.5279872638475054,0.7974970732365111,0.5328323216546432,0.525295565065762,0.0,0.0,0.8459773090581229,0.271448464125105,0.7492387618534773,0.7974970732365111,0.2270778749456505,0.9672848172455492,1.0,0.05597401031140583,0.19964403939821723,0.140041729218433,1.0,0.9105597395269526,0.2270778749456505
Central Greece,ENTRP,ENTRP Low,2032.25,0.5263330915828599,0.7938305460952494,0.5314421719093587,0.523494713623694,0.0,0.0,0.8461994682795433,0.27122986633290175,0.7459509788390996,0.7938305460952494,0.22257444605468477,0.9621968559638661,1.0,0.05496959597782528,0.19700046823509623,0.14005797053091665,1.0,0.912078639796173,0.22257444605468477
Central Greece,ENTRP,ENTRP Low,2032.5,0.5247144448851125,0.7901934694949984,0.5300446777348272,0.5217532044130488,0.0,0.0,0.8464247151499751,0.27100676639119625,0.7425984376379663,0.7901934694949984,0.21804549149443472,0.9577012362556016,1.0,0.05396682337370405,0.19445240394250043,0.14003205446445416,1.0,0.9135353386923102,0.21804549149443472
Central Greece,ENTRP,ENTRP Low,2032.75,0.523130458751265,0.7865857375564017,0.5286409575419532,0.5200690705342158,0.0,0.0,0.8466529617051978,0.2707783963017832,0.7391876921463828,0.7865857375564017,0.21350082857173094,0.9537407865215144,1.0,0.05297766037208592,0.19199367514373836,0.1399755144745454,1.0,0.9149323411525971,0.21350082857173094
Central Greece,ENTRP,ENTRP Low,2033.0,0.52158062860839,0.7830072681293446,0.5272325393617473,0.5184406781898583,0.0,0.0,0.8468857505010297,0.27054478515680136,0.7357248930215611,0.7830072681293446,0.2089501717113008,0.9502651819390006,1.0,0.052011616471633056,0.18961867943535457,0.13989818685735173,1.0,0.9162720955827822,0.2089501717113008
Central Greece,ENTRP,ENTRP Low,2033.25,0.5200645734406498,0.7794575355183077,0.5258208037068355,0.5168666677372132,0.0,0.0,0.8471247239426541,0.2703059506254372,0.7322158084477787,0.7794575355183077,0.20440306042189718,0.9472300148474395,1.0,0.05107614176358791,0.1873223039145735,0.13980844672975332,1.0,0.9175569815357708,0.20440306042189718
Central Greece,ENTRP,ENTRP Low,2033.5,0.5185807175573103,0.7759356150683505,0.5244066505624414,0.5153440881100154,0.0,0.0,0.8473698940401185,0.2700618995831418,0.7286658441205959,0.7759356150683505,0.1998687855911772,0.9445959959833594,1.0,0.05017690426774679,0.1850998720124209,0.13969714767028532,1.0,0.9187893018739707,0.1998687855911772
Central Greece,ENTRP,ENTRP Low,2033.75,0.5171292968913157,0.7724407296243925,0.5229909390224584,0.513872829040681,0.0,0.0,0.8476212740991846,0.26981262893868313,0.7250800624500319,0.7724407296243925,0.19535635002930948,0.9423309497993668,1.0,0.04931804164808222,0.18294709606220977,0.13957539534414412,1.0,0.919971278453706,0.19535635002930948
Central Greece,ENTRP,ENTRP Low,2034.0,0.5157105584741662,0.7689722059590777,0.5215744823747871,0.5124528229738212,0.0,0.0,0.8478788783376289,0.2695581265903711,0.7214632009868578,0.7689722059590777,0.19087441545725056,0.9404062103874073,1.0,0.04850238703125353,0.1808600355013714,0.13945289273460973,1.0,0.9211050501952482,0.19087441545725056
Central Greece,ENTRP,ENTRP Low,2034.25,0.514324753267474,0.7655294638343678,0.5201580300960147,0.5110840439182848,0.0,0.0,0.8481427215109484,0.26929827505553217,0.7178196900792251,0.7655294638343678,0.18643125480165304,0.9387960720558591,1.0,0.04773173026260158,0.17883504371323442,0.13933816738004812,1.0,0.9221928722495134,0.18643125480165304
Central Greece,ENTRP,ENTRP Low,2034.5,0.5129732469110282,0.7621119943650809,0.5187422913171773,0.5097682222409453,0.0,0.0,0.8484128186879106,0.2690329737632591,0.7141536697696357,0.7621119943650809,0.1820346304368126,0.937477357944112,1.0,0.04700692217849903,0.1768687175277019,0.13925488506799036,1.0,0.9232368565765784,0.1820346304368126
Central Greece,ENTRP,ENTRP Low,2034.75,0.5116557136974481,0.7587193579012941,0.5173283956844685,0.508504223704659,0.0,0.0,0.8486891861026964,0.2687621921318064,0.7104712422865461,0.7587193579012941,0.1776915574075445,0.9364264107712978,1.0,0.04632801399575213,0.1749575385848823,0.13920406151794232,1.0,0.9242388736569673,0.1776915574075445
Central Greece,ENTRP,ENTRP Low,2035.0,0.510372702688137,0.7553511833724574,0.5159202722221644,0.5072907196136773,0.0,0.0,0.8489718405998036,0.2684858946954605,0.7067924424431006,0.7553511833724574,0.17340736551696595,0.9356216719649852,1.0,0.0456944144875103,0.1730987746019444,0.13918616596180483,1.0,0.9252007184729192,0.17340736551696595
Central Greece,ENTRP,ENTRP Low,2035.25,0.5091234641348873,0.7520071530179995,0.5145181267658228,0.5061264293399229,0.0,0.0,0.8492607991405051,0.2682040421678009,0.7031186395028083,0.7520071530179995,0.1691870965430348,0.9350434232817533,1.0,0.04510505299260406,0.17128987949583735,0.13920120165748603,1.0,0.9261241135455555,0.1691870965430348
Central Greece,ENTRP,ENTRP Low,2035.5,0.5079070577800363,0.7486869962298475,0.5131221781272977,0.5050097686982244,0.0,0.0,0.8495561476323418,0.26791659249263006,0.699451154281669,0.7486869962298475,0.16503398287014592,0.9346735281164816,1.0,0.04455844739228877,0.16952848031522683,0.1392487844649043,1.0,0.9270107122548266,0.16503398287014592
Central Greece,ENTRP,ENTRP Low,2035.75,0.5067227781945214,0.7453904839566277,0.5117326302147285,0.5039395270721843,0.0,0.0,0.8498579090310555,0.26762350179532685,0.6957912562906322,0.7453904839566277,0.16095253382873415,0.9344952667124758,1.0,0.0440527965183055,0.1678123610384347,0.1393281496111429,1.0,0.9278621021118312,0.16095253382873415
Central Greece,ENTRP,ENTRP Low,2036.0,0.5055699401904655,0.7421174236278602,0.5103496822425339,0.5029145279393166,0.0,0.0,0.8501661006318886,0.26732472527841383,0.6921401616745066,0.7421174236278602,0.1569470496792392,0.9344931306258928,1.0,0.04358605953970353,0.1661394492225094,0.13943820465747106,1.0,0.9286798080497943,0.1569470496792392
Central Greece,ENTRP,ENTRP Low,2036.25,0.5044361110903487,0.738867654549952,0.5089736055254802,0.501915280848609,0.0,0.0,0.8504807387384736,0.2670206025049521,0.6884990318340234,0.738867654549952,0.15302148315488698,0.9346526443900298,1.0,0.043155744872331786,0.16450793990859391,0.13941300325893663,1.0,0.9294652288978149,0.15302148315488698
Central Greece,ENTRP,ENTRP Low,2036.5,0.50330533886272,0.7356433322455728,0.5076051236131317,0.5009165695569356,0.0,0.0,0.8508018383082361,0.2667114748799271,0.6848689726319225,0.7356433322455728,0.14917943001053444,0.9349602457057318,1.0,0.04275927580686441,0.16291613522993756,0.13903489608947317,1.0,0.9302197131593463,0.14917943001053444
Central Greece,ENTRP,ENTRP Low,2036.75,0.5022035707668817,0.7324470608145723,0.5062450446366024,0.4999583075059257,0.0,0.0,0.8511294126609672,0.26639725498200406,0.6812514947254681,0.7324470608145723,0.14542413125598122,0.9354031876067058,1.0,0.042394355096870784,0.16136228716751164,0.13867204256061744,1.0,0.930944632609663,0.14542413125598122
Central Greece,ENTRP,ENTRP Low,2037.0,0.5011302348772232,0.7292787031917407,0.5048937194702378,0.4990394101033262,0.0,0.0,0.8514634732496632,0.2660778563703362,0.6776485645394488,0.7292787031917407,0.1417585300513163,0.9359694586713264,1.0,0.04205866446751897,0.15984474082104289,0.13832345963315548,1.0,0.9316413072342594,0.1417585300513163
Central Greece,ENTRP,ENTRP Low,2037.25,0.5000847587530638,0.7261381303464458,0.5035514726687706,0.49815880657767103,0.0,0.0,0.851804029484477,0.2657531945149651,0.6740620089979654,0.7261381303464458,0.1381853245580941,0.9366477164380004,1.0,0.041749913452286305,0.15836191612720288,0.1379880557951192,1.0,0.9323110082702425,0.1381853245580941
Central Greece,ENTRP,ENTRP Low,2037.5,0.4990665687482118,0.7230252196564165,0.5022186035034883,0.4973154383286136,0.0,0.0,0.8521510886044725,0.2654231876410265,0.6704935216155267,0.7230252196564165,0.13470695430562524,0.9374272316535583,1.0,0.04146587066765483,0.1569123032054815,0.13766466934727417,1.0,0.9329549614723038,0.13470695430562524
Central Greece,ENTRP,ENTRP Low,2037.75,0.49807503229186584,0.7199390602505793,0.5008952283735831,0.49650825669091186,0.0,0.0,0.8525046555714572,0.265087757488332,0.666944668557547,0.7199390602505793,0.13132559175700242,0.9382978433715482,1.0,0.04120438056011082,0.1554944596477576,0.13735209310011937,1.0,0.9335743500246658,0.13132559175700242
Central Greece,ENTRP,ENTRP Low,2038.0,0.49710948505354363,0.7168783461933573,0.4995813606522209,0.4957362208320563,0.0,0.0,0.8528647324413552,0.2647468299908462,0.6634168946355461,0.7168783461933573,0.1280431380480301,0.9392499227759908,1.0,0.040963371767353714,0.15410700877554698,0.13704909096777418,1.0,0.9341703171057808,0.1280431380480301
Central Greece,ENTRP,ENTRP Low,2038.25,0.49616926676020834,0.7138419000368561,0.49827701672115854,0.4949982945596805,0.0,0.0,0.8532313184790525,0.26440033588198975,0.6599115292078942,0.7138419000368561,0.12486121495754547,0.9402743439552427,1.0,0.04074086087626713,0.15274863828040783,0.1367544098795524,1.0,0.9347439681305636,0.12486121495754547
Central Greece,ENTRP,ENTRP Low,2038.5,0.49525372036439785,0.7108286630773671,0.4969822153325948,0.4942934453820662,0.0,0.0,0.8536044103916526,0.26404821123204963,0.656429791961905,0.7108286630773671,0.12178116687026617,0.9413624601461326,1.0,0.040534953835414535,0.15141809892160704,0.136466789091611,1.0,0.9352963727032979,0.12178116687026617
Central Greece,ENTRP,ENTRP Low,2038.75,0.4943619866574845,0.7078377035056741,0.4956969804393866,0.4936203234453166,0.0,0.0,0.8539840016638989,0.2636903979237402,0.6529727991036199,0.7078377035056741,0.11880408723085739,0.9425031526994567,1.0,0.040343846303751464,0.15011420311583382,0.13618496811049072,1.0,0.9358285663166026,0.11880408723085739
Central Greece,ENTRP,ENTRP Low,2039.0,0.49348932879543117,0.7048681586631724,0.49442133177366365,0.4929715493630796,0.0,0.0,0.8543700833825408,0.26332684350355084,0.6495415733190539,0.7048681586631724,0.11593080754297952,0.9436314362372991,1.0,0.04016582368229807,0.1488358233099579,0.13590769410490977,1.0,0.936341551847293,0.11593080754297952
Central Greece,ENTRP,ENTRP Low,2039.25,0.49264493064001885,0.7019192455752475,0.49315528468459496,0.4923614006152543,0.0,0.0,0.8547626444697525,0.26295748981588524,0.6461370435620896,0.7019192455752475,0.11316176929184993,0.9448779451244532,1.0,0.03999926514997347,0.1475818127782719,0.1356337426944593,1.0,0.9368363012064317,0.11316176929184993
Central Greece,ENTRP,ENTRP Low,2039.5,0.49183597798204154,0.6989902573248103,0.49189885330921024,0.49180104724472545,0.0,0.0,0.8551616719071798,0.2625822870917837,0.6427600502222772,0.6989902573248103,0.1104966846330992,0.9463467602580965,1.0,0.039842643926972045,0.14635095842978849,0.13536193729644877,1.0,0.9373137560250255,0.1104966846330992
Central Greece,ENTRP,ENTRP Low,2039.75,0.49106825864971376,0.6960805567597663,0.4906520503288102,0.4912994854946603,0.0,0.0,0.8555671509321054,0.2622011941105507,0.6394113498416287,0.6960805567597663,0.10793464203856795,0.948123212669156,1.0,0.039694514821939586,0.145142401147696,0.1350911281095775,1.0,0.9377748286264365,0.10793464203856795
Central Greece,ENTRP,ENTRP Low,2040.0,0.49005204185669377,0.6931895698149881,0.48941488666419863,0.49040601696363567,0.0,0.0,0.8559790652050222,0.26181417832913023,0.6360916199718524,0.6931895698149881,0.10547463112148378,0.950272144568053,1.0,0.03955337741023819,0.1439553781950638,0.13526058588541584,0.9954430308155172,0.9382203735554651,0.10547463112148378
Central Greece,baseline,baseline,2015.0,0.5997484544280108,1.0,0.6563720022535608,0.5682909278582611,0.48882993976886324,0.48882993976886324,0.8177489653979403,0.27609247464748654,0.699188631453514,1.0,0.4185477288791687,0.8733329538241975,1.0,0.21201275210999165,0.34943295147700904,0.2148163446538248,1.0,0.6279278909009879,0.4185477288791687
Central Greece,baseline,baseline,2015.25,0.599739816852013,1.0,0.656775576519273,0.5680532837035351,0.4901408136313485,0.4901408136313485,0.8248117200124951,0.2761556557148949,0.692769693237626,1.0,0.41601981854423303,0.8773031607382424,1.0,0.20661531576881897,0.3473874025596892,0.21498724825444981,1.0,0.6341467889221509,0.41601981854423303
Central Greece,baseline,baseline,2015.5,0.5998937515347329,1.0,0.6574971399553927,0.5678918690788108,0.4913697578774285,0.4913697578774285,0.8317288883888097,0.2762160655785584,0.6881709879321671,1.0,0.41367880445668415,0.8813076673487158,1.0,0.20151482857426037,0.3454526591109636,0.21508728919571607,1.0,0.6403067685662737,0.41367880445668415
Central Greece,baseline,baseline,2015.75,0.600272693185006,1.0,0.6585057374734729,0.5679210019136355,0.49252189310812844,0.49252189310812844,0.8385108198982765,0.2762736179405999,0.6852223564203593,1.0,0.4119098990049504,0.8856903587081991,1.0,0.19667709996536956,0.34360325678107134,0.21508972304412835,1.0,0.6464087807140498,0.4119098990049504
Central Greece,baseline,baseline,2016.0,0.5989929886548392,1.0,0.6597732454766712,0.5652261793093771,0.4936020198869096,0.4936020198869096,0.8451663772197091,0.27632824288758345,0.6837695873891537,1.0,0.3975238208915003,0.8906715024094061,1.0,0.1920729715107474,0.34181750897667373,0.21497189562175326,1.0,0.652454093482813,0.3975238208915003
Central Greece,baseline,baseline,2016.25,0.5967778417764805,1.0,0.6601268105639567,0.5615839702278826,0.494614638742017,0.494614638742017,0.8459659619690085,0.2763798819657853,0.6836735701429728,1.0,0.37859623683752,0.8961419090908503,1.0,0.18767756699533217,0.3400786451400987,0.21471715488670223,1.0,0.6584479822629196,0.37859623683752
Central Greece,baseline,baseline,2016.5,0.5949814278992872,1.0,0.6604980154698368,0.5585833236934262,0.49556396891868015,0.49556396891868015,0.8456884184434714,0.2764284755140462,0.6848092144729859,1.0,0.36235948991889444,0.9020071762899631,1.0,0.18346970208085642,0.33837218972477784,0.2142882035856355,1.0,0.664393661721815,0.36235948991889444
Central Greece,baseline,baseline,2016.75,0.5936346102420202,1.0,0.6610813439095735,0.5561642026489352,0.49645396595930197,0.49645396595930197,0.8454311563182598,0.27647396188577306,0.6870476353845326,1.0,0.34860176853630764,0.9081872268117227,1.0,0.17943142531101464,0.33668605361855264,0.21367823332526098,1.0,0.6702913477012498,0.34860176853630764
Central Greece,baseline,baseline,2017.0,0.5926883875406767,1.0,0.6618465165579016,0.5542672047533296,0.4972883381848847,0.4972883381848847,0.845192550875626,0.276516276981479,0.6902354167475182,1.0,0.33710861521229507,0.9146115641641057,1.0,0.1755478059906966,0.3350126991463969,0.21287509178727856,1.0,0.676140451266898,0.33710861521229507
Central Greece,baseline,baseline,2017.25,0.5920919139178938,1.0,0.6627546692072397,0.5528348276460349,0.4980705621463686,0.4980705621463686,0.8449714962658029,0.2765553538899523,0.6941759337340744,1.0,0.32766282162472654,0.9212178002293245,1.0,0.1718066338868611,0.3333450618426999,0.21187821501817064,1.0,0.681940094587805,0.32766282162472654
Central Greece,baseline,baseline,2017.5,0.5917918805427752,1.0,0.6637712942639332,0.5518033173643541,0.49880389711025974,0.49880389711025974,0.8447669792402887,0.27659112271804537,0.6986944722510724,1.0,0.32001607105462415,0.9279506322231496,1.0,0.16819882451377374,0.33167147330165553,0.21070304430621528,1.0,0.687673739825144,0.32001607105462415
Central Greece,baseline,baseline,2017.75,0.5917416680062113,1.0,0.6648657901360543,0.5511171557118542,0.49949139863890774,0.49949139863890774,0.8445780604112648,0.2766235105948221,0.7036359810352768,1.0,0.3139554994939131,0.9347587195203203,1.0,0.16471774699344185,0.32998677818793853,0.20934408547795016,1.0,0.6933360722392102,0.3139554994939131
Central Greece,baseline,baseline,2018.0,0.5918992037927227,1.0,0.6660110699064226,0.5507259448406672,0.5001359313220153,0.5001359313220153,0.8444038657715408,0.276652441782839,0.7088631106557174,1.0,0.3092756844386721,0.9415968585111334,1.0,0.16135873071982024,0.32829173613044016,0.2078045500054543,1.0,0.6989302593218119,0.3092756844386721
Central Greece,baseline,baseline,2018.25,0.5922238764293036,1.0,0.6671831377473272,0.5505798423637348,0.5007401807124284,0.5007401807124284,0.8442431663807861,0.2766778380307002,0.7142545036127207,1.0,0.30577187706053116,0.9484255667141771,1.0,0.15811881949690454,0.3265908874959806,0.2060816559372236,1.0,0.7044578975082659,0.30577187706053116
Central Greece,baseline,baseline,2018.5,0.5926816831952733,1.0,0.6683608253402057,0.5506377153369775,0.501306664515941,0.501306664515941,0.8440945428721086,0.27669961902654777,0.719703300286431,1.0,0.30327605579006156,0.9552107241431617,1.0,0.15499628716018796,0.3248914376192765,0.20416934733694367,1.0,0.7099195301931045,0.30327605579006156
Central Greece,baseline,baseline,2018.75,0.5932404411822895,1.0,0.6695295180464039,0.5508576207022261,0.5018377430817338,0.5018377430817338,0.8439573110251136,0.27671770291913433,0.7251348332060379,1.0,0.3016064267295641,0.9619232466035077,1.0,0.15199032673943969,0.32319854669073045,0.20207727622848015,1.0,0.7153163365987482,0.3016064267295641
Central Greece,baseline,baseline,2019.0,0.5938760856544526,1.0,0.6706866108840521,0.5512035716380086,0.5023356292371647,0.5023356292371647,0.8438308369050815,0.27673200687750116,0.7305345814005131,1.0,0.30060508179296713,0.968538773804611,1.0,0.1491003900874619,0.3215177457728985,0.19981592115548372,1.0,0.7206491503356873,0.30060508179296713
Central Greece,baseline,baseline,2019.25,0.5945685954030452,1.0,0.6718298613661295,0.5516456698679982,0.5028023975078811,0.5028023975078811,0.8437145330742858,0.2767424476645427,0.7358899285839378,1.0,0.30013813416824975,0.975037239109368,1.0,0.14632570358796415,0.3198542959538782,0.19739904037855374,1.0,0.725918481445721,0.30013813416824975
Central Greece,baseline,baseline,2019.5,0.5952299026318408,1.0,0.6729572042875887,0.5520480683786474,0.5032399927616777,0.5032399927616777,0.8436073173189816,0.2767489421732095,0.7411897691840744,1.0,0.3001269693360422,0.9814023752645052,1.0,0.14232609755929995,0.318247954395997,0.1948664589115861,1.0,0.7313357906043536,0.3001269693360422
Central Greece,baseline,baseline,2019.75,0.5958455482963271,1.0,0.6740664992703175,0.552389464421888,0.5036502383121121,0.5036502383121121,0.843506408254276,0.27675154141719266,0.7464243083680067,1.0,0.3004741591648396,0.9876205451492047,1.0,0.1371730349635986,0.31671369326279547,0.19215357901751007,1.0,0.7368960090742034,0.3004741591648396
Central Greece,baseline,baseline,2020.0,0.5964067953942266,1.0,0.675156255379861,0.5526570954022073,0.5040348435156443,0.5040348435156443,0.8434114214237746,0.27675017560707055,0.7515848363528156,1.0,0.3011001706566476,0.9936811288229451,1.0,0.13093373703684844,0.3152555637334156,0.18924510439563003,1.0,0.7425979833177309,0.3011001706566476
Central Greece,baseline,baseline,2020.25,0.5967403047903643,1.0,0.6762298377714343,0.5525794531342144,0.5043954108939558,0.5043954108939558,0.8433220306214017,0.276744766270731,0.756686981071083,1.0,0.3019342860007403,0.9972308465909017,1.0,0.12367131094971656,0.31387724972741116,0.18612667279453005,1.0,0.7484404261438893,0.3019342860007403
Central Greece,baseline,baseline,2020.5,0.5968710772046225,1.0,0.6772898781180731,0.5521939655860388,0.5047334428111226,0.5047334428111226,0.8432379721853668,0.27673523597929367,0.761742739614582,1.0,0.302885534457028,0.9976845093877289,1.0,0.11678160109047454,0.3125509232378338,0.18274447958875953,1.0,0.7542131080554972,0.302885534457028
Central Greece,baseline,baseline,2020.75,0.5970090400264387,1.0,0.6783383745718401,0.5518260763901044,0.5050503477334667,0.5050503477334667,0.843159010193965,0.2767215086259622,0.7667610063058068,1.0,0.30391357553509224,0.9980545253482154,1.0,0.11024814525547358,0.3112792662514878,0.17911000829853094,1.0,0.7599155912870476,0.30391357553509224
Central Greece,baseline,baseline,2021.0,0.5969918042871052,0.9978467324428756,0.6789456042948694,0.551461915393903,0.5053474460981643,0.5053474460981643,0.843082051742072,0.27670350982560493,0.7717482813656299,0.9978467324428756,0.3049842620975479,0.9983466773123085,1.0,0.10405484453026882,0.31007922509702307,0.17516701638867307,1.0,0.7655409510217569,0.3049842620975479
Central Greece,baseline,baseline,2021.25,0.5967644717631735,0.9928461237165916,0.6789748679031763,0.5510920294631719,0.5056259758150682,0.5056259758150682,0.8430052626427715,0.2766840309454611,0.7767129463959886,0.9928461237165916,0.30607095855062144,0.9985666288340586,1.0,0.09818604226285271,0.30895962862473275,0.17088734301222203,1.0,0.771086705333438,0.30607095855062144
Central Greece,baseline,baseline,2021.5,0.596526895590757,0.9878210578255892,0.6789276404482896,0.5507487040032388,0.5058870974246656,0.5058870974246656,0.8429309515910831,0.27666017034953017,0.7813389250505801,0.9878210578255892,0.3071856185065467,0.9989818274760909,1.0,0.09266015152624076,0.30792567187146314,0.16626673028104658,1.0,0.7765327178612146,0.3071856185065467
Central Greece,baseline,baseline,2021.75,0.596273617555923,0.9827723791375974,0.6787982751009058,0.550426585586488,0.5061318989336632,0.5061318989336632,0.842859140019987,0.27663187206674933,0.7855960853465324,0.9827723791375974,0.3083146247905841,0.9995706703076579,1.0,0.08746202236511427,0.3069765455198151,0.16132033937858845,1.0,0.7818804431260482,0.3083146247905841
Central Greece,baseline,baseline,2022.0,0.5960182023965067,0.9777021025329737,0.6785828441951655,0.5501489569528074,0.5063614003483484,0.5063614003483484,0.8427898110487645,0.27659907929787353,0.7894618277478674,0.9777021025329737,0.30944033487652717,1.0,1.0,0.08315404320044306,0.306112240786384,0.15606241568726822,1.0,0.7871312431481181,0.30944033487652717
Central Greece,baseline,baseline,2022.25,0.5953031150984028,0.9726125928021695,0.6770052115355095,0.5499130615222324,0.5002066425850132,0.5002066425850132,0.842724996282046,0.2765617347094588,0.79292009129886,0.9726125928021695,0.3105425730356599,1.0,1.0,0.08000036740719473,0.3053318908615731,0.15051405000476822,1.0,0.7922860993552365,0.3105425730356599
