TIME_STEP,farms,Natural_Capital,NEWCOMERS,broadband_infrastructure_population_covered,proportion_of_newcomers,shared_knowledge,social_innovation,tourist_visitors,workforce_specialization,INFANTS,ELDERLY_POPULATION,SCHOOL_AGE_POPULATION,POST_SCHOOL_POPULATION,WORKING_AGE_POPULATION,WORKING_AGE_RURAL_POPULATION,total_rural_population,MODEL,scenario,proportion_INFANTS,proportion_ELDERLY_POPULATION,proportion_SCHOOL_AGE_POPULATION,proportion_POST_SCHOOL_POPULATION,proportion_WORKING_AGE_POPULATION,proportion_NEWCOMERS,domain
2034.5,2204.7091548005305,22611.905683135603,96964.33999546086,100.0,0.32213919810350355,1.5013024925904157,0.1411021104199687,980255.3924211017,0.10076228572374485,13648.786220997146,80255.05232630073,29378.36967486968,21170.518765923156,156548.64312243563,156548.64312243563,301001.3701105264,Hame,INFR Focus Broadband,0.04534459831855706,0.266626867169513,0.0976021127879985,0.07033362923945972,0.5200927924844716,0.32213919810350355,INFR
2034.75,2189.8916396999734,22547.836104376187,96942.24065608972,100.0,0.32297832575159735,1.4947193405193238,0.1416233037460641,968885.0793902447,0.10126110049993203,13610.621577268012,80023.55557992945,29271.927545688708,21072.288611735323,156172.52371826945,156172.52371826945,300150.91703289095,Hame,INFR Focus Broadband,0.045345927015030714,0.26661106476366475,0.0975240316939663,0.07020564461386,0.5203133319134782,0.32297832575159735,INFR
2035.0,2175.195738233812,22484.532116976483,96915.56354552801,100.0,0.32381200812266026,1.4883108695206064,0.14213979146532996,957176.3519923846,0.10175441238985872,13572.391161688749,79790.50945729364,29166.08507053567,20974.435150615976,155792.3468103859,155792.3468103859,299295.76765051996,Hame,INFR Focus Broadband,0.045347755059259254,0.26659417900777993,0.09744903945515249,0.07007929084753142,0.5205297356302768,0.32381200812266026,INFR
2035.25,2160.620536574319,22421.982200103914,96884.53338862817,100.0,0.32464088909932526,1.4820592967288113,0.14265119227138565,945172.4744516145,0.10224222527611379,13534.08694024024,79555.99181631548,29060.822400345132,20876.973031344343,155408.1412422878,155408.1412422878,298436.015430533,Hame,INFR Focus Broadband,0.045350045706499434,0.2665763771894138,0.09737706207617433,0.06995460317088935,0.5207419118570231,0.32464088909932526,INFR
2035.5,2146.165113052662,22360.174890417708,96849.32099532125,100.0,0.3254652735204834,1.4759537161776493,0.1431573582646176,932916.2735959208,0.10272458335581053,13495.710365721197,79320.04660862412,28956.1375234253,20779.91069406501,155020.09840243825,155020.09840243825,297571.90359427384,Hame,INFR Focus Broadband,0.04535277088566131,0.2665575803714772,0.09730803605338263,0.06983156152537001,0.520950051164109,0.3254652735204834,INFR
2035.75,2131.8285402755955,22299.09882301988,96810.05870516301,100.0,0.32628538201229973,1.469984095786774,0.14365815553528927,920446.6987547491,0.10320152880813138,13457.262082840716,79082.71748169701,28852.025986860648,20683.2433366455,154628.38554420182,154628.38554420182,296703.6344322457,Hame,INFR Focus Broadband,0.04535590576297364,0.26653774441632627,0.09724190282357059,0.06971011115594763,0.5211543358411819,0.32628538201229973,INFR
2036.0,2117.609885145361,22238.74274305924,96766.78679250943,100.0,0.3271012374837433,1.464141210953911,0.14415346286306727,907799.148924532,0.10367310164542,13418.741927903939,78843.9906918018,28748.481019207873,20586.94773065395,154233.146200214,154233.146200214,295831.30756978155,Hame,INFR Focus Broadband,0.04535943824924171,0.26651672312675645,0.09717862945397217,0.06959015899896882,0.5213550501710609,0.3271012374837433,INFR
2036.25,2103.508208863905,22179.095511265907,96719.40506976505,100.0,0.3279125629127574,1.4584165916251792,0.14464317111305897,895005.7728422671,0.10413933984742649,13380.148852760893,78603.74026950909,28645.49377640756,20490.97861274533,153834.5014881313,153834.5014881313,294954.8629995542,Hame,INFR Focus Broadband,0.04536337769342395,0.26649413225517116,0.09711822848111798,0.06947157407191588,0.5215526874983709,0.3279125629127574,INFR
2036.5,2089.5225669274655,22120.146108018867,96667.96548160176,100.0,0.3287194084621702,1.4528024807475568,0.1451271831419061,882095.744113692,0.10460027967843755,13341.480761991561,78362.01272967996,28543.05365290135,20395.30906277231,153432.5519142749,153432.5519142749,294074.4081216201,Hame,INFR Focus Broadband,0.04536770420523617,0.26647001767413864,0.09706065153788163,0.06935424674675343,0.5217473798359902,0.3287194084621702,INFR
2036.75,2075.6520091163034,22061.88363958758,96612.50016466319,100.0,0.3295217825124847,1.4472917515888404,0.14560541201977079,869095.5134478492,0.10505595565588634,13302.735004091957,78118.85370087714,28441.148396731685,20299.909910270948,153027.3795411372,153027.3795411372,293190.02655310894,Hame,INFR Focus Broadband,0.04537239946558099,0.26644444430556563,0.09700585224913784,0.06923806429886792,0.5219392396808475,0.3295217825124847,INFR
